FILE_NAME_1,FILE_NAME_2,TIME_STAMP_1,TIME_STAMP_2,RESULT_URL,PERC_SIM_1 [%],PERC_SIM_2 [%],SIMILARITY [%],LINES_MATCHES
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-44-52_f4ad053bc8b4c148dd5f0f39090e14150fb7cbcf.c,2022-02-04_11-24-08,2022-02-04_11-44-52,http://moss.stanford.edu/results/0/4769604653503,13.0,13.0,13.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-38-52_84cdab261d89b9b6e0f9eff4d0ed2925005c5d0a.c,2022-02-04_11-24-08,2022-02-04_11-38-52,http://moss.stanford.edu/results/0/4769604653503,13.0,13.0,13.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-33-52_505948a1769c72c35fb1467d08de01f63bcc699e.c,2022-02-04_11-24-08,2022-02-04_11-33-52,http://moss.stanford.edu/results/0/4769604653503,13.0,13.0,13.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-30-52_78011e6aa1733e4a690cdf3771ac4ab644fd3333.c,2022-02-04_11-24-08,2022-02-04_11-30-52,http://moss.stanford.edu/results/0/4769604653503,13.0,13.0,13.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-28-22_dc68cd65b7989c8601cb0058d78865ce977f5349.c,2022-02-04_11-24-08,2022-02-04_11-28-22,http://moss.stanford.edu/results/0/4769604653503,13.0,13.0,13.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-25-22_a257f75de3a73e6be47d9e666a6abf05aa0a4e11.c,2022-02-04_11-24-08,2022-02-04_11-25-22,http://moss.stanford.edu/results/0/4769604653503,13.0,14.0,13.5,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-22-52_89fedbbd0c642249a7cd5dbe9ec5ef4897ddd2a0.c,2022-02-04_11-24-08,2022-02-04_11-22-52,http://moss.stanford.edu/results/0/4769604653503,13.0,16.0,14.5,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-20-22_8072aa0d259944da50301f5d45a451057ae1014f.c,2022-02-04_11-24-08,2022-02-04_11-20-22,http://moss.stanford.edu/results/0/4769604653503,13.0,21.0,17.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-17-52_af4f10446a9899d695c9996608d781aa8c80d8f1.c,2022-02-04_11-24-08,2022-02-04_11-17-52,http://moss.stanford.edu/results/0/4769604653503,13.0,24.0,18.5,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-13-51_a94fee08c3f689a80610575e9e295fe2cb47f434.c,2022-02-04_11-24-08,2022-02-04_11-13-51,http://moss.stanford.edu/results/0/4769604653503,13.0,26.0,19.5,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-10-51_48e57e267420a1932b82cb265aae4d6b9f222064.c,2022-02-04_11-24-08,2022-02-04_11-10-51,http://moss.stanford.edu/results/0/4769604653503,13.0,27.0,20.0,20
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_11-07-51_059cd130cfbd8598a96e7979e97a1b088b866311.c,2022-02-04_11-24-08,2022-02-04_11-07-51,http://moss.stanford.edu/results/0/4769604653503,13.0,29.0,21.0,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-48-22_f80bc8d6dba6f5ef9eab9d3396b1e7051c1e95b8.c,2022-02-04_11-22-08,2022-02-04_11-48-22,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-44-52_f4ad053bc8b4c148dd5f0f39090e14150fb7cbcf.c,2022-02-04_11-22-08,2022-02-04_11-44-52,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-38-52_84cdab261d89b9b6e0f9eff4d0ed2925005c5d0a.c,2022-02-04_11-22-08,2022-02-04_11-38-52,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-33-52_505948a1769c72c35fb1467d08de01f63bcc699e.c,2022-02-04_11-22-08,2022-02-04_11-33-52,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-30-52_78011e6aa1733e4a690cdf3771ac4ab644fd3333.c,2022-02-04_11-22-08,2022-02-04_11-30-52,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-28-22_dc68cd65b7989c8601cb0058d78865ce977f5349.c,2022-02-04_11-22-08,2022-02-04_11-28-22,http://moss.stanford.edu/results/0/4769604653503,14.0,13.0,13.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-25-22_a257f75de3a73e6be47d9e666a6abf05aa0a4e11.c,2022-02-04_11-22-08,2022-02-04_11-25-22,http://moss.stanford.edu/results/0/4769604653503,14.0,14.0,14.0,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-22-52_89fedbbd0c642249a7cd5dbe9ec5ef4897ddd2a0.c,2022-02-04_11-22-08,2022-02-04_11-22-52,http://moss.stanford.edu/results/0/4769604653503,14.0,16.0,15.0,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-20-22_8072aa0d259944da50301f5d45a451057ae1014f.c,2022-02-04_11-22-08,2022-02-04_11-20-22,http://moss.stanford.edu/results/0/4769604653503,14.0,21.0,17.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-17-52_af4f10446a9899d695c9996608d781aa8c80d8f1.c,2022-02-04_11-22-08,2022-02-04_11-17-52,http://moss.stanford.edu/results/0/4769604653503,14.0,24.0,19.0,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-13-51_a94fee08c3f689a80610575e9e295fe2cb47f434.c,2022-02-04_11-22-08,2022-02-04_11-13-51,http://moss.stanford.edu/results/0/4769604653503,14.0,26.0,20.0,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-10-51_48e57e267420a1932b82cb265aae4d6b9f222064.c,2022-02-04_11-22-08,2022-02-04_11-10-51,http://moss.stanford.edu/results/0/4769604653503,14.0,27.0,20.5,20
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_11-07-51_059cd130cfbd8598a96e7979e97a1b088b866311.c,2022-02-04_11-22-08,2022-02-04_11-07-51,http://moss.stanford.edu/results/0/4769604653503,14.0,29.0,21.5,20
aa0612/source_file/2022-02-04_12-14-05_6596f461960872f48ff1c1b51e5ea00a3446c258.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_12-14-05,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_12-14-05_6596f461960872f48ff1c1b51e5ea00a3446c258.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_12-14-05,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_12-11-40_3b158bfff992438c522317b66ad51c4e4589bf5d.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_12-11-40,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_12-11-40_3b158bfff992438c522317b66ad51c4e4589bf5d.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_12-11-40,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_12-01-09_d9dd76a95f6d17a36e976a005489401db9ba462e.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_12-01-09,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_12-01-09_d9dd76a95f6d17a36e976a005489401db9ba462e.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_12-01-09,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_11-58-39_c58460086bfd8db2778df011dadae6f22855fc40.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-58-39,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-58-39_c58460086bfd8db2778df011dadae6f22855fc40.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-58-39,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-55-39_2ebb9d72b0c114e3bbae5c06f26f4b39b1ba4b87.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-55-39,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_11-55-39_2ebb9d72b0c114e3bbae5c06f26f4b39b1ba4b87.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-55-39,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_11-51-39_9f660789a6b129d436c51f24046a57abce279f84.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-51-39,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_11-51-39_9f660789a6b129d436c51f24046a57abce279f84.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-51-39,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_11-48-39_86064d75d72a574f5c520e4eb4e8bc885122196f.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-48-39,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-48-39_86064d75d72a574f5c520e4eb4e8bc885122196f.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-48-39,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-46-09_d49861963bd6f15afdf28c34fcd9cd01a65c9d88.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-46-09,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-46-09_d49861963bd6f15afdf28c34fcd9cd01a65c9d88.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-46-09,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-43-09_3690117835044eda75bc2e00f4de467421657eb2.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-43-09,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-43-09_3690117835044eda75bc2e00f4de467421657eb2.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-43-09,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-40-39_d76ec7a386ca25621616be1abf4fac311d5aa61b.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-40-39,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-40-39_d76ec7a386ca25621616be1abf4fac311d5aa61b.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-40-39,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-31-08_5afd475d0ae859354b7118390fcd0dbdeff24c0c.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-31-08,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,14.0,37.0,25.5,24
aa0612/source_file/2022-02-04_11-31-08_5afd475d0ae859354b7118390fcd0dbdeff24c0c.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-31-08,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,14.0,38.0,26.0,24
aa0612/source_file/2022-02-04_11-29-08_756f3a241d7263c98b263f0f4b7059c2f06c8999.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-29-08,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,15.0,37.0,26.0,24
aa0612/source_file/2022-02-04_11-29-08_756f3a241d7263c98b263f0f4b7059c2f06c8999.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-29-08,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,15.0,38.0,26.5,24
aa0612/source_file/2022-02-04_11-26-38_59145824301d6b26c3bb80d7c91e20684b8a03ce.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-26-38,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,16.0,37.0,26.5,24
aa0612/source_file/2022-02-04_11-26-38_59145824301d6b26c3bb80d7c91e20684b8a03ce.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-26-38,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,16.0,38.0,27.0,24
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-24-08,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,16.0,37.0,26.5,24
aa0612/source_file/2022-02-04_11-24-08_b4d99a74bc2ed8e1a9734cbd97bdab9fa6d3147b.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-24-08,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,16.0,38.0,27.0,24
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_10-57-21_5a44773d934fe881370c0a4177be0de820114fec.c,2022-02-04_11-22-08,2022-02-04_10-57-21,http://moss.stanford.edu/results/9/1996539663906,17.0,37.0,27.0,24
aa0612/source_file/2022-02-04_11-22-08_ab81cfb45e1769370df4b8cdf9e16381b702e3e0.c,ab0343/source_file/2022-02-04_10-53-51_654c2f0d028cc492d5485cc54cdb402fbb2b522c.c,2022-02-04_11-22-08,2022-02-04_10-53-51,http://moss.stanford.edu/results/9/1996539663906,17.0,38.0,27.5,24
aa0612/source_file/2022-02-04_12-14-05_6596f461960872f48ff1c1b51e5ea00a3446c258.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_12-14-05,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_12-14-05_6596f461960872f48ff1c1b51e5ea00a3446c258.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_12-14-05,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_12-14-05_6596f461960872f48ff1c1b51e5ea00a3446c258.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_12-14-05,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_12-11-40_3b158bfff992438c522317b66ad51c4e4589bf5d.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_12-11-40,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_12-11-40_3b158bfff992438c522317b66ad51c4e4589bf5d.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_12-11-40,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_12-11-40_3b158bfff992438c522317b66ad51c4e4589bf5d.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_12-11-40,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_12-01-09_d9dd76a95f6d17a36e976a005489401db9ba462e.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_12-01-09,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_12-01-09_d9dd76a95f6d17a36e976a005489401db9ba462e.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_12-01-09,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_12-01-09_d9dd76a95f6d17a36e976a005489401db9ba462e.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_12-01-09,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_11-58-39_c58460086bfd8db2778df011dadae6f22855fc40.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-58-39,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,11.0,34.0,22.5,20
aa0612/source_file/2022-02-04_11-58-39_c58460086bfd8db2778df011dadae6f22855fc40.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-58-39,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,11.0,36.0,23.5,20
aa0612/source_file/2022-02-04_11-58-39_c58460086bfd8db2778df011dadae6f22855fc40.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-58-39,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,11.0,38.0,24.5,20
aa0612/source_file/2022-02-04_11-55-39_2ebb9d72b0c114e3bbae5c06f26f4b39b1ba4b87.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-55-39,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,13.0,34.0,23.5,20
aa0612/source_file/2022-02-04_11-55-39_2ebb9d72b0c114e3bbae5c06f26f4b39b1ba4b87.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-55-39,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,13.0,36.0,24.5,20
aa0612/source_file/2022-02-04_11-55-39_2ebb9d72b0c114e3bbae5c06f26f4b39b1ba4b87.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-55-39,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,13.0,38.0,25.5,20
aa0612/source_file/2022-02-04_11-51-39_9f660789a6b129d436c51f24046a57abce279f84.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-51-39,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_11-51-39_9f660789a6b129d436c51f24046a57abce279f84.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-51-39,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_11-51-39_9f660789a6b129d436c51f24046a57abce279f84.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-51-39,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_11-48-39_86064d75d72a574f5c520e4eb4e8bc885122196f.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-48-39,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_11-48-39_86064d75d72a574f5c520e4eb4e8bc885122196f.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-48-39,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_11-48-39_86064d75d72a574f5c520e4eb4e8bc885122196f.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-48-39,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_11-46-09_d49861963bd6f15afdf28c34fcd9cd01a65c9d88.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-46-09,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_11-46-09_d49861963bd6f15afdf28c34fcd9cd01a65c9d88.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-46-09,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_11-46-09_d49861963bd6f15afdf28c34fcd9cd01a65c9d88.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-46-09,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_11-43-09_3690117835044eda75bc2e00f4de467421657eb2.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-43-09,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_11-43-09_3690117835044eda75bc2e00f4de467421657eb2.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-43-09,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_11-43-09_3690117835044eda75bc2e00f4de467421657eb2.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-43-09,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
aa0612/source_file/2022-02-04_11-40-39_d76ec7a386ca25621616be1abf4fac311d5aa61b.c,ab0343/source_file/2022-02-04_10-51-21_304f72a168d10269f80c887be1c0e87fbbd366f9.c,2022-02-04_11-40-39,2022-02-04_10-51-21,http://moss.stanford.edu/results/9/1996539663906,12.0,34.0,23.0,20
aa0612/source_file/2022-02-04_11-40-39_d76ec7a386ca25621616be1abf4fac311d5aa61b.c,ab0343/source_file/2022-02-04_10-48-51_188974a12e5160d992acea115cb22fd21c684036.c,2022-02-04_11-40-39,2022-02-04_10-48-51,http://moss.stanford.edu/results/9/1996539663906,12.0,36.0,24.0,20
aa0612/source_file/2022-02-04_11-40-39_d76ec7a386ca25621616be1abf4fac311d5aa61b.c,ab0343/source_file/2022-02-04_10-44-51_d687814ce71972db45585f552e098b0055b9d9b3.c,2022-02-04_11-40-39,2022-02-04_10-44-51,http://moss.stanford.edu/results/9/1996539663906,12.0,38.0,25.0,20
